Sentence #,Standard_Bangla
3129,তুমি কি আমাকে চিনো
3130,শুক্রবার মা ঠিকই বলেছিল
3131,শুক্রবার আমি ওখানে যাব
3132,শুক্রবার ওদিকে যাব না
3133,শুক্রবার ওদিকে যাব
3134,তুমি আমাকে চিনো
3135,আমাকে চিনো
3136,আমি আজ সকালে ফুটবল খেলেছি
3137,আজ সকালে ফুটবল খেলেছি
3138,সকালে ফুটবল খেলেছি
3139,আমি সকালে ফুটবল খেলেছি
3140,আমি ফুটবল খেলেছি
3141,আমি তোমার মনের কথা বুঝি না
3142,তোমার মনের কথা বুঝি না
3143,মনের কথা বুঝি না
3144,আমি মনের কথা বুঝি না
3145,আমি কথা বুঝি না
3146,আমি বুঝি না
3147,তোমার জন্য আমার খুব কষ্ট হয়
3148,আমার খুব কষ্ট হয়
3149,আমাদের স্বপ্ন অনেক বড়
3150,আমি একজন ছেলে
3151,আমি একজন মেয়ে
3152,আপনার সাথে পরিচিত হয়ে ভালো লাগলো
3153,পরিচিত হয়ে ভালো লাগলো
3154,ভালো লাগলো
3155,অনেক সময় পর আপনাকে দেখছি
3156,অনেক সময় পর
3157,আপনাকে দেখছি
3158,প্রথমে আপনাকে একটি দোকানে যেতে হবে
3159,আপনাকে একটি দোকানে যেতে হবে
3160,একটি দোকানে যেতে হবে
3161,দোকানে যেতে হবে
3162,যেতে হবে
3163,প্রথমে একটি দোকানে যেতে হবে
3164,প্রথমে দোকানে যেতে হবে
3165,অনেক দিন পর তোমাকে দেখলাম
3166,অনেক দিন পর
3167,তোমাকে দেখলাম
3168,তোমাকে দেখে থমকে দাঁড়িয়ে ছিলাম
3169,তোমাকে দেখে
3170,থমকে দাঁড়িয়ে ছিলাম
3171,দাঁড়িয়ে ছিলাম
3172,আব্বু আমার জন্য লাল জামা কিনে এনেছে
3173,আমার জন্য লাল জামা কিনে এনেছে
3174,লাল জামা কিনে এনেছে
3175,জামা কিনে এনেছে
3176,কিনে এনেছে
3177,আব্বু লাল জামা কিনে এনেছে
3178,আব্বু জামা কিনে এনেছে
3179,আব্বু কিনে এনেছে
3180,আব্বু আমার জন্য সবুজ জামা কিনে এনেছে
3181,আব্বু আমার জন্য কালো জামা কিনে এনেছে
3182,আব্বু আমার জন্য সাদা জামা কিনে এনেছে
3183,আব্বু আমার জন্য নীল জামা কিনে এনেছে
3184,আব্বু আমার জন্য বেগুনি জামা কিনে এনেছে
3185,আব্বু আমার জন্য গোলাপি জামা কিনে এনেছে
3186,আব্বু আমার জন্য আকাশী জামা কিনে এনেছে
3187,আব্বু আমার জন্য মেরুন জামা কিনে এনেছে
3188,আব্বু আমার জন্য কমলা জামা কিনে এনেছে
3189,আব্বু আমার জন্য খয়েরি জামা কিনে এনেছে
3190,আমার বন্ধু আমাকে লাল শাড়ি কিনে দিয়েছে
3191,বন্ধু আমাকে লাল শাড়ি কিনে দিয়েছে
3192,আমাকে লাল শাড়ি কিনে দিয়েছে
3193,লাল শাড়ি কিনে দিয়েছে
3194,শাড়ি কিনে দিয়েছে
3195,কিনে দিয়েছে
3196,আমার বন্ধু আমাকে একটি লাল গোলাপ কিনে দিয়েছে
3197,বন্ধু আমাকে একটি লাল গোলাপ কিনে দিয়েছে
